"date","time","session","title","topics","paper.1","paper.2","paper.3","paper.4","paper.5","paper.6","organizer","chair","discussants","panelist","moderator","paper"
"11/20/2023","2:00 PM-3:45 PM","3.D.07","K-12 Policies and Financing","Finance, Policy","
Change and Kindergarten Readiness: Evidence from Nebraska
Ishita Ahmed*, University of Nebraska-Lincoln","Impact of School Accountability Pressure on Students in Special Education
Gue Sung Choi*, The University of Texas at Austin","The Heterogeneous and Longer-Term Effects of the Great Recession on Public School District Finances
Ishtiaque Fazlul*, Kennesaw State University
Benjamin Scafidi, Kennesaw State University","The Unintended Consequences of Academic Leniency
Viviana Rodriguez*, The University of Texas at San Antonio
Brooks Bowden, University of Pennsylvania
Zach Weingarten, University of Pennsylvania","","","","Ishtiaque Fazlul, University of Georgia Cutoff","","","",""
"11/20/2023","2:00 PM-3:45 PM","3.D.08","Trends in Self-Employment","Labor","The Evolution of Gig Work through 2021
Emilie Jackson*, Michigan State University
Andrew Garin, University of Illinois Urbana-Champaign
Dmitri Koustas, The University of Chicago
Alicia Miller, Internal Revenue Service","Comparing Survey and Administrative Measures of Self-Employment Income: New Implications from the Health and Retirement Study
Joelle Abramowitz*, University of Michigan","Do the Self-Employed Treat Surveys Like Tax Forms? Evidence from Linked Survey and Tax Income Data
Mark A. Klee*, U.S. Census Bureau
Robert Munk, U.S. Census Bureau","","","","Joelle Abramowitz, University of Michigan and Mark A. Klee, U.S. Census Bureau","Mark A. Klee, U.S. Census Bureau","Anne Polivka, U.S. Bureau of Labor Statistics
Carl Sanders, U.S. Census Bureau
Claire Hou, Congressional Budget Office","","",""
"11/20/2023","2:00 PM-3:45 PM","3.D.09","Human Capital III","Labor","
How the Equality and Information Availability of Bonuses Impact Productivity: An Experimental Analysis
Matthew McMahon*, West Chester University
Tingting Jia, Bucknell University
Jing Li, Dongbei University of Finance and Economics
Sarah Quintanar, University of North Texas","Locus of Control, Job Displacement, and Economic Outcomes
Na Young Lee*, University of Cincinnati","Human Capital in a Time of Low Interest Rates
Paymon Khorrami*, Duke Faqua
Jung Sakong, Federal Reserve Bank of Chicago","","","","","Matthew McMahon, West Chester University","","","",""
"11/20/2023","2:00 PM-3:45 PM","3.D.10","Complexity Economics","Misc.","
A System Dynamics Model to Disentangle the Role of Economic Complexity during an Epidemic
Vicente Moreno Casas*, Texas Tech University","Reflexive Stress Tests
Matthew Leo Kelly*, The University of Texas at Dallas","Institutional Decentralization and Economic Complexity: Evidence from Panel Data
Luisa García Carrión*, Texas Tech University
Vicente Moreno Casas, Texas Tech University","Emergence of Autocatalytic Sets in a Simple Model of Technological Evolution
Roger Koppl*, Syracuse University
Wim Hordijk, Wandering Wim
Stuart Kauffman, Institute for Systems Biology","A Network Theoy of Property Rights
Zachary Kessler*, The Alan Turing Institute","","Abigail Devereaux, Wichita State University","Abigail Devereaux, Wichita State University","Luisa García Carrión, Texas Tech University
Vicente Moreno Casas, Texas Tech University
Matthew Leo Kelly, The University of Texas at Dallas
Zachary Kessler, The Alan Turing Institute
Roger Koppl, Syracuse University","","",""
"11/20/2023","2:00 PM-3:45 PM","3.D.11","An Exit Strategy for the War in Ukraine","Misc.","","","","","","","Clifford F. Thies, Shenadoah University","","","
Clifford F. Thies, Shenandoah University
Gary Pecquet, Central Michigan University
Nathan P. Goodman, New York University
Garrett Wood, Virginia Wesleyan University","Clifford F. Thies, Shenandoah University",""
"11/20/2023","2:00 PM-3:45 PM","3.D.12","Business Cycles II","Misc.","
News Shocks, Consumer Sentiment, and Business Cycles
Syed Muhammad Hussain*, James Madison University","Talking and Bubbles: Does Social Media Affect the Speed and Magnitude of Bubble Formation?
Thomas Ash*, University of Southern California","The Impact of Uncertainty Shocks on Firm Creation across U.S. States
William B. Hankins*, Jacksonville State University
Chak Hung Jack Cheng, University of South Carolina Upstate
Anna-Leigh Stone Hankins, Samford University","The Speed of State Level Recoveries
Irina Panovska*, The University of Texas at Dallas
Luiggi Donayre, University of Minnesota Duluth","Uncertainty, Firm Investment, and Financial Heterogeneity
Zhenning Zhao*, The University of Texas at Austin","","","Irina Panovska, The University of Texas at Dallas","","","",""
"11/20/2023","2:00 PM-3:45 PM","3.D.13","Youth Behavior and Schools","Education","
A League of Their Own: The Effect of Female Youth Sports Participation on Health Behaviors and Outcomes from Adolescence to Retirement Age
Rodrigo Aranda*, University of Southern California
Titus Galama, University of Southern California
Kevin Thom, University of Wisconsin–Milwaukee","Exploring the Move Away from 'Zero-Tolerance' Policies: Evidence from Texas and Michigan
Harneet Kaur*, Syracuse University","Mitigating the Adverse Academic Effects of School Shootings: Evidence from Marjorie Stoneman Douglas
Emanuel Garcia Munoz*, Palm Beach Atlantic University","Universal Free School Meals and Student Behavior Outcomes
Samantha Snyder*, Hamline University
Lucas Threinen, Hamline University","","","","Rodrigo Aranda, University of Southern California","","","",""
"11/20/2023","2:00 PM-3:45 PM","3.D.15","Topics in Economic History","History","
Industrialization, Religion, and Fertility Decline in the 1800s France
Vivek Moorthy*, College of the Holy Cross","The Economics of New England Witchcraft
Peter K. Hazlett*, George Mason University","The Global Industrial Revolution
Luis Felipe Sáenz*, University of South Carolina
Robert E. Lucas, The University of Chicago","The Failures of Neoliberalism and the Future of the World Economy
Alan Green*, Stetson University","Evolution of Institutions in 20th Century Afghanistan: The Role of Rentier State and Traditional Power Structures
Mirwais Parsa*, University of Pittsburgh","","","Luis Felipe Sáenz, University of South Carolina","","","",""
"11/20/2023","2:00 PM-3:45 PM","3.D.16","Macroeconomics and Monetary Economics","Macro","
An Analysis of the Relationship between Unemployment and Inflation Volatility
April Broome*, The University of Southern Mississippi","Revisiting Blanchard and Quah over Time: Implications for Okun Multiplier
Eiji Goto*, University of Missouri-St. Louis
Tatevik Sekhposyan, Texas A&M University","Tell Them It's Vandelay Industries! Do Job Search Requirements Work?
Yinghsuan Chao*, University of Wisconsin–Oshkosh
David Fuller, University of Wisconsin–Oshkosh
Chad Cotti, University of Wisconsin–Oshkosh","","","","","Eiji Goto, University of Missouri-St. Louis","","","",""
"11/20/2023","2:00 PM-3:45 PM","3.D.17","General Financial Markets","Finance","
Policy Uncertainty Impacts on Private Equity Funds Buyout Activity
Amir Tayebi*, University of Wisconsin–La Crosse
Sina Davoudi, University of Oregon","Productivity Slowdown and Firm Exit: The Ins and Outs of Banking Crises
Andreea Rotarescu*, Wake Forest Uniersity","Moving Average Technical Rules with a Variable Band in Cryptocurrency Markets
Daniel Svogun*, The Catholic University of America","On the Emergence of Secondary Institutions in Decentralized Finance
Loïc Sauce*, ISTEC Business School","","","","Andreea Rotarescu, Wake Forest Uniersity","","","",""
"11/20/2023","2:00 PM-3:45 PM","3.D.19","Gender and Development","Development, Gender","
Intimate Partner Violence in Low- and Middle-Income Countries: Are Women with Disabilities More at Risk?
Sophie Mitra*, Fordham University
Justine Hervé, Stevens Institute of Technology","Female Electoral Success and the Survival of Girl Children in India
Laura Zimmermann*, University of Georgia
Nabaneeta Biswas, Marshall University
Christopher Cornwell, University of Georgia","","","","","Chandan Jha, Le Moyne College, Subha Mani, Fordham University, and Sudipta Sarangi, Virginia Polytechnic Institute and State University","Justine Hervé, Stevens Institute of Technology","","","",""
"11/20/2023","2:00 PM-3:45 PM","3.D.20","Health III","Health","
Evaluating the Impact of Beti Bachao Beti Padhao in India
Shubhsri Rajendra*, Georgia Institute of Technology","Divorce, Wealth, and the OIder Population: Evidence from the Health and Retirement Study
Avigyan Sengupta*, University of Wisconsin–Milwaukee","Disparities in Health Care Utilization among Individuals of Middle Eastern Ancestry in the United States
Shooshan Danagoulian*, Wayne State University
Owen Fleming, Wayne State University
Daniel Grossman, West Virginia University
David Slusky, The University of Kansas","Hidden in Plain Sight: Prevalence and Impact of ADHD Underdiagnosis
Travis Whitacre*, Southern Methodist University","Minimum Wages and Racial Infant Health Inequality: Evidence from the Fair Labor Standards Act of 1966
Kate Musen*, Columbia University","","Orgul Ozturk, University of South Carolina, and Manan Roy, Appalachian State University","Orgul Ozturk, University of South Carolina","","","",""
"11/20/2023","2:00 PM-3:45 PM","3.D.22","Topics in U.S. Economic History","History","
Safeguarding Consumers Through Minimum Quality Standards: Milk Inspections and Urban Mortality, 1880-1910
D. Mark Anderson*, Montana State University
Kerwin Kofi Charles, Yale University
Michael McKelligott, The University of Chicago
Daniel Rees, Universidad Carlos III de Madrid","McCarthyism, Media, and Political Repression: Evidence from the Hollywood Blacklist
Tianyi Wang*, University of Toronto
Hui Ren Tan, National University of Singapore","The Urban Wage Premium in Historical Perspective
Carl Kitchens*, Florida State University
Kyle Butts, University of Colorado Boulder
Taylor Jaworski, University of Colorado Boulder","The American Public Bathhouse Movement and Urban Mortality
Michael McKelligott*, The University of Chicago
Brian Curran, The University of Chicago","","","Peter Nencka, Miami University","D. Mark Anderson, Montana State University","Brian Curran, The University of Chicago
Daniel Rees, Universidad Carlos III de Madrid
Jessica LaVoice, Bowdoin College
Peter Nencka, Miami University","","",""
"11/20/2023","2:00 PM-3:45 PM","3.D.24","Stated Preferences","Misc.","
Are U.S. Consumers Willing to Pay a Premium for Bee-Friendly Beef?
Elizabeth Chishimba-Musonda*, Virginia Polytechnic Institute and State University
Catherine Larochelle, Virginia Polytechnic Institute and State University","Consumer Preferences for Battery Electric Vehicles Considering Energy Mix: A Choice Experiment Study
Jamal Mamkhezri*, New Mexico State University ","The Economics of Trophic Rewilding: Start by Aligning Public Action with Public Preferences
Jacob Hochard*, University of Wyoming
Chandler Hubbard, University of Wyoming
Ian Fletcher, University of Wyoming
Todd Cherry, University of Wyoming","","","","Brian Vander Naald, Drake University","Jamal Mamkhezri, New Mexico State University","","","",""
"11/20/2023","2:00 PM-3:45 PM","3.D.25","Transportation","Urban & Regional","
Do Urban Rail Infrastructure Help Employment Growth? Evidence from Seattle and Denver Light Rail Projects
Dipesh Dipu*, Colorado School of Mines
Ian Lange, Colorado School of Mines","Peer Effects in Electric Vehicle Adoption
Minsu Kim*, Michigan State University","A Tale of Two Roads: Groundwater Depletion in the North China Plain
Martino Pelli*, University of Sherbrooke
Ujjayant Chakravorty, Tufts University
Xiangzheng Deng, Chinese Academy of Sciences
Yazhen Gong, Renmin University
Qian Zhang, Chinese Academy of Sciences","","","","Brian Vander Naald, Drake University","Minsu Kim, Michigan State University","","","",""
"11/20/2023","2:00 PM-3:45 PM","3.D.26","Air Pollution II","Enviro. / Nat. Resources","
Air Pollution and Health of Working-Age Population in the United States: Evidence from Thermal Inversion
Shijun You*, Lehigh University
Shin-Yi Chou, Lehigh University","Air Pollution in the Land of Blue Sky: Effects of Ulaanbaatar's Raw Coal Ban on Infant Health
Alexander Tsiukes*, West Virginia University","Feeling Blue from Yellow Dust: The Effect of Air Pollution on Adolescent Mental Health
Jae Il Cho*, Vanderbilt University","Youth Driving Restrictions, Traffic-Related Air Quality, and Youth Asthma Incidence
Qihua Qiu*, Augusta University
Jaesang Sung, Northern Arizona University","Air Pollution Causes Mental Illness
Soodeh Saberian*, University of Manitoba","","","Qihua Qiu, Augusta University","","","",""
"11/20/2023","2:00 PM-3:45 PM","3.D.28","Empirical State and Local Political Economy","Public","
Pour Policy: Economic Freedom and Brewery Startups
Stephan F. Gohmann*, University of Louisville","Economic Freedom and Happiness in U.S. Metropolitan Areas
Jeremy Jackson*, North Dakota State University
Mona Amadiani, Texas A&M University
Dean Stansel, Southern Methodist University","Predicting Lockdown Severity: Follow the ScienceTM or the Ideology?
Vincent J. Miozzi*, Texas Tech University
Benjamin Powell, Texas Tech University","The Political Economy of State Economic Development: Productive or Unproductive Entrepreneurship?
Russell S. Sobel*, The Citadel
Gary Wagner, University of Louisiana at Lafayette
Peter T. Calcagno, College of Charleston","","","Dean Stansel, Southern Methodist University","Dean Stansel, Southern Methodist University","","","",""
